complex_name,gender,is_home_owner,is_married,school_location,is_graduate_student,is_graduated,is_priority1_eligible,income_percent,total_asset,car_value,has_car,is_parents_homeless,is_applicant_disabled,is_parents_disabled,is_recipient,is_single_parent_family,is_income_under50,subscription_count,rank,user_score,cutline,competition_rate,label
연남공공원룸텔,여성,False,False,서울,False,False,True,32.4,303439746,54811105,False,False,False,False,True,False,True,28,1,6,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,26.7,46944183,11975416,False,True,False,False,False,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,80.6,33753069,37145842,False,True,False,False,False,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,96.9,109795015,9990651,False,False,False,False,False,False,False,16,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,24.3,246831384,6543644,True,False,False,False,True,False,False,18,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,90.9,20351307,10149521,False,False,False,False,False,True,True,24,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,30.9,310948408,40289157,True,True,False,False,True,False,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,115.7,374657048,31996923,False,False,False,True,False,False,False,14,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,21.2,22160729,33291753,False,True,False,False,False,False,False,19,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,90.7,326441830,2874453,False,True,False,False,True,True,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,26.7,287294851,15651829,False,True,False,True,False,False,True,34,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,26.3,186144739,15220410,False,False,True,False,True,True,False,22,1,10,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,73.4,356602813,6860799,False,True,False,False,False,False,False,20,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,97.3,212960779,16935582,True,True,True,False,False,False,True,19,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,29.2,304826250,43689896,False,False,True,False,False,False,False,12,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,36.0,263811185,7441371,False,True,False,False,False,False,False,3,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,43.6,135050191,3914727,False,False,False,False,False,False,False,12,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,88.7,88801323,35122076,False,False,True,False,True,False,False,21,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,50.4,296932702,39390609,False,True,False,False,False,False,True,33,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,32.5,290294293,36083086,True,False,False,True,False,False,True,33,2,7,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,83.8,179983639,11348608,True,False,False,False,False,False,False,11,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,68.5,249280519,17038915,False,True,False,True,False,False,True,23,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,65.6,252829958,35780124,True,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,73.1,165610330,37142777,False,True,False,False,True,False,False,16,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,65.7,295001756,20273652,True,False,False,False,False,False,False,27,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,94.9,197418317,44317579,False,True,False,True,False,False,True,22,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,48.8,103080164,22554862,False,True,True,False,False,False,False,26,2,7,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,104.7,189996236,1594840,False,False,False,False,False,False,False,11,1,1,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,49.4,251574807,16428233,True,True,False,False,False,True,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,22.6,135034628,1336612,True,True,False,False,False,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,93.2,305976577,10836385,False,False,False,False,False,False,False,9,1,1,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,52.6,161256433,26419937,False,True,False,False,True,True,False,31,1,11,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,32.1,276597124,52066115,False,True,True,False,True,False,True,32,1,10,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,85.3,129253347,43743405,True,True,False,True,False,False,True,12,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,68.1,110965922,38591189,False,False,False,False,False,False,False,0,2,0,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,20.0,395542150,53035023,False,False,False,False,False,False,True,34,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,49.7,283075560,40586770,False,True,False,False,False,False,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,67.8,237804365,5360453,True,True,False,True,False,False,True,32,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,29.9,225375403,1793952,False,True,False,False,False,True,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,27.4,239857976,30325070,False,False,False,False,False,False,False,26,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,64.7,53993120,37635931,True,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,27.0,332698367,4953031,True,True,False,False,False,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,48.8,333606546,6246369,False,True,False,False,True,False,False,28,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,80.1,252959157,16841294,False,True,False,False,False,False,False,8,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,47.4,183161086,273194,False,False,False,False,True,True,False,1,1,6,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,53.2,180722223,38951480,False,True,False,False,False,False,True,33,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,40.7,287753854,543334,False,False,False,False,False,False,False,9,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,81.7,280474724,9844648,False,True,False,False,False,False,True,30,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,94.7,392390559,36768706,False,True,False,False,False,False,False,23,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,50.1,323008822,23885077,False,True,True,True,False,False,False,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,61.2,100369090,3012616,False,True,False,True,True,False,True,33,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,49.2,234726720,29420304,False,True,False,False,False,False,False,29,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,45.5,203917675,37777381,True,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,61.7,329716915,40266783,False,False,False,False,False,True,True,6,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,83.6,263803172,40973451,False,True,True,True,True,False,False,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,36.0,29256698,19612759,True,False,False,False,True,False,True,18,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,61.3,278296382,24559686,False,True,False,False,True,False,True,6,1,6,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,88.4,31368117,51132601,False,True,False,False,False,False,False,33,3,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,52.2,333102659,20521261,False,True,False,False,True,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,59.9,173817346,41805536,False,True,False,False,False,False,False,35,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,75.3,36760288,39660135,False,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,77.6,96005684,42452857,True,True,True,False,False,True,False,17,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,54.9,286829026,13686692,False,True,True,False,True,False,True,9,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,60.1,105121498,5941031,False,False,False,False,True,False,True,2,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,54.8,151373253,30027311,False,True,False,False,False,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,27.5,243617040,50763920,True,False,False,True,True,False,False,23,1,6,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,74.2,145825320,25882268,True,True,False,False,False,False,False,19,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,45.0,194571248,17149243,False,True,False,False,True,True,False,27,1,11,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,86.9,297636268,10688333,True,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,20.2,162742955,19158593,False,False,True,False,True,False,False,9,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,89.2,12034536,51869516,False,True,False,False,False,False,False,0,3,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,49.5,49513296,24836880,False,False,False,True,True,True,False,1,1,7,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,21.0,292317561,42307257,True,True,False,False,False,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,21.7,228799160,32387076,False,True,False,False,False,False,False,32,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,94.7,256626440,59236797,False,False,False,False,False,False,False,9,1,1,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,62.2,231023264,4971731,True,True,True,False,False,False,True,21,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,34.2,168160574,29774037,False,False,False,False,False,True,False,31,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,55.1,85123811,22212640,False,True,True,False,False,False,True,21,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,73.4,105206847,33808529,False,True,False,False,False,False,False,33,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,111.0,308244496,48154680,False,False,False,False,False,False,True,34,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,73.4,89769514,12509471,False,False,False,False,False,False,True,23,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,96.8,352960804,18354118,False,True,False,False,False,False,False,36,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,89.0,246038189,2609436,True,False,False,False,False,False,False,18,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,27.9,93210467,9173957,True,True,True,False,False,False,True,24,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,89.7,118629980,31599443,False,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,116.6,50720257,15898671,False,False,False,False,False,False,False,13,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,26.7,150513200,18881677,False,False,False,False,False,False,False,17,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,56.4,318766161,24704091,True,False,False,False,False,False,True,21,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,34.5,294345875,29827154,False,False,False,False,False,False,False,6,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,96.4,246589420,33426255,False,False,True,False,False,False,True,30,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,26.3,234231441,3787806,False,True,False,True,True,False,True,24,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,66.8,83129935,19813762,False,False,False,False,False,False,False,7,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,72.4,197902112,2390957,False,False,False,False,False,False,True,31,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,34.1,51120750,28144597,True,False,True,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,49.1,56425109,43389505,False,True,False,True,False,True,True,23,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,50.8,329257435,15684392,False,True,False,False,True,False,False,35,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,91.8,245759903,13590307,False,True,False,False,True,False,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,29.7,181769248,19803207,False,True,True,False,False,False,True,15,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,62.5,267619505,7626474,False,False,True,False,False,True,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,45.9,178724556,5465795,False,False,False,True,False,True,False,2,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,68.4,77342705,46994571,False,False,False,False,False,False,True,27,3,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,99.6,262366087,37120977,False,False,False,False,False,True,True,24,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,37.3,129758609,40056419,True,False,False,False,False,False,False,13,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,63.2,203037842,35558050,False,True,False,True,False,False,True,15,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,82.4,47895487,30355407,False,True,False,False,True,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,74.1,332375122,44421637,False,False,False,False,False,False,True,12,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,79.0,66516371,6007349,True,False,False,False,True,False,False,31,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,79.6,308482837,13139491,True,True,False,False,False,False,False,30,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,90.9,256661486,18400124,False,False,False,False,False,False,False,31,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,96.6,223877432,31363457,False,True,False,False,False,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,43.3,107968948,18489134,False,True,True,True,False,False,True,21,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,80.1,298518796,31992545,False,False,False,True,False,False,False,20,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,36.4,12762709,57834451,False,True,False,False,False,False,False,9,3,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,60.0,112836923,54518988,False,True,False,False,True,True,False,31,1,11,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,32.6,238629494,27147465,False,True,False,False,False,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,65.1,359675182,9375588,False,False,True,False,False,False,True,24,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,82.8,208548061,24363559,False,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,51.0,40410692,20772648,True,False,True,False,False,False,False,4,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,75.5,277299479,24814039,False,True,True,False,False,False,True,7,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,64.0,232598053,45368379,False,False,True,False,True,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,21.3,260249451,9925827,False,True,False,False,False,True,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,34.6,237976147,44892317,True,False,False,False,False,False,False,10,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,99.5,252225234,20829138,True,True,True,False,False,False,True,27,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,43.5,66573814,42187465,True,True,False,False,False,False,False,18,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,30.9,37581000,37605295,True,True,False,False,False,True,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,27.8,320933671,8851506,False,True,False,False,False,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,54.8,319612723,41874863,False,False,False,False,False,False,False,6,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,28.4,241759289,21060312,False,False,False,False,False,False,False,14,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,52.3,197112068,33499409,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,41.0,58359351,36705962,False,False,False,False,False,False,False,10,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,94.2,330797753,14172684,True,True,False,False,False,False,False,32,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,73.3,208882804,37593595,True,True,False,False,False,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,56.0,349425296,27679482,True,False,False,False,True,False,False,33,1,6,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,65.8,159398464,5809464,True,True,False,False,False,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,83.1,173204913,29156278,False,False,False,False,False,False,False,0,2,0,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,59.2,204309111,14643868,False,False,False,False,False,False,False,26,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,65.3,331384436,23330086,False,False,False,False,False,False,False,18,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,49.8,165513331,20308716,True,True,False,False,False,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,26.2,197576575,40368551,False,False,False,False,False,False,True,19,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,86.4,103650518,1884143,False,True,False,True,True,False,True,19,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,75.4,318317055,42728374,False,False,False,False,False,False,True,25,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,62.7,33928697,22760950,True,True,False,False,False,False,False,8,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,36.6,314592000,24538615,False,False,False,False,True,False,False,24,1,6,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,65.6,39286513,29335684,False,True,False,False,False,True,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,94.5,74066101,40911003,False,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,91.0,63201808,304767,True,True,False,False,False,False,False,27,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,24.5,266147563,37328380,False,True,False,False,True,False,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,48.8,291103150,42180336,False,False,False,False,False,False,False,34,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,95.0,128131810,34286558,False,True,True,False,False,False,True,14,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,87.0,73490814,36859097,True,False,False,False,False,False,False,14,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,31.3,28211706,13568173,False,True,False,False,False,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,28.1,18999464,25895354,True,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,70.1,106540612,39720123,False,True,False,False,True,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,71.3,287208505,25796892,False,False,False,False,False,False,False,1,2,0,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,33.7,70717898,36644079,True,False,False,False,False,False,True,31,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,44.3,114985478,21685267,False,True,False,False,False,False,True,4,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,46.0,277398673,17232154,True,False,True,False,True,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,20.4,159128643,21148317,True,True,True,False,False,False,True,18,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,54.7,71922772,10710683,False,True,False,False,False,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,54.6,234894661,2236086,False,True,False,False,False,False,True,30,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,41.1,48978821,7953616,False,True,False,False,True,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,97.2,67279790,866368,False,True,False,False,False,False,False,5,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,71.5,304994625,34758557,False,False,True,False,False,False,False,6,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,94.3,252249891,24524798,False,False,False,False,False,True,False,30,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,26.0,163572723,35084485,False,False,False,False,False,False,False,12,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,79.6,158187806,25083391,True,True,False,False,True,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,88.8,108525888,6002200,False,True,True,True,False,False,True,13,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,63.6,84137822,16944639,True,False,False,False,False,True,True,11,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,75.0,106987809,4735464,False,True,False,False,False,False,True,33,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,97.4,181274919,31503935,False,False,False,False,False,True,True,15,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,38.8,238069494,19690030,False,True,False,False,True,False,True,30,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,60.0,115888387,24285351,False,True,False,False,False,False,False,7,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,63.2,285571337,44659328,False,False,False,False,False,True,False,12,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,32.8,182846841,23242806,False,False,False,True,False,False,True,32,2,7,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,39.2,234600550,45356435,True,True,False,False,False,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,86.4,247103148,7458407,False,False,False,False,False,False,True,12,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,24.6,198474790,14505735,True,True,False,False,False,False,False,30,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,93.1,147271178,7237314,False,True,True,False,False,False,True,25,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,96.3,185195261,44544078,True,False,True,False,False,False,True,24,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,85.0,125078441,11609657,True,True,False,False,False,False,False,8,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,61.7,41893715,43016052,False,False,True,False,True,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,55.9,389635550,18049428,True,False,False,False,False,False,True,25,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,80.2,193414390,12180692,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,90.4,254987237,36739680,False,False,False,False,False,False,False,21,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,81.9,226142015,33957023,False,False,True,False,False,True,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,60.7,309360031,16803628,False,True,True,False,False,False,True,19,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,47.1,185483963,1497999,False,True,False,False,False,False,False,15,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,82.9,194894146,26256508,False,True,False,False,False,False,False,36,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,61.6,116614243,7229183,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,64.5,295889805,5764985,False,True,True,False,False,False,True,8,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,66.6,265491186,2982428,False,True,False,False,False,False,True,27,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,61.2,158093977,12512696,False,True,False,False,False,False,True,30,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,66.2,231368036,28346773,False,True,False,True,False,False,True,30,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,75.5,227517367,44041010,False,True,True,False,False,False,True,31,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,65.7,152701261,43248927,True,False,False,False,False,False,False,12,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,77.0,92546448,11439213,False,True,False,False,True,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,89.7,15072830,31887980,False,True,False,False,False,False,False,6,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,43.6,98869684,24966991,False,False,True,False,False,False,False,14,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,88.9,85567879,22278987,False,False,False,False,True,False,False,31,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,54.1,285464570,433674,True,True,True,False,False,False,True,34,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,54.3,134378885,8733536,False,True,False,False,True,True,True,31,1,11,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,83.1,30554536,8786336,False,True,False,False,False,False,True,33,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,56.2,76995804,19517455,False,False,False,False,False,False,True,36,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,67.2,190803243,11747709,False,False,False,False,False,False,False,0,2,0,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,83.1,199132836,5252282,False,True,False,False,False,False,True,0,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,48.9,78572276,14612418,True,True,False,False,True,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,69.1,171911978,35878105,False,False,True,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,34.0,302190158,30869160,True,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,85.0,337253543,47321497,False,False,False,False,False,False,False,12,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,73.5,148724663,38255144,False,True,False,False,False,True,True,31,2,8,8,41.5,1
