announcement_year,announcement_phase,complex_name,district,housing_type,supply_target,supply_type,cutline_rank,cutline_score,tie_breaker,tie_breaker_value,review_stage
2023.0,2차,신반포자이,서초구,59,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,신정 파크샤인,양천구,26S,고령자,우선,,,전원합격,,서류
2023.0,2차,신정 파크샤인,양천구,26S,고령자,일반,,,,,서류
2023.0,2차,월디움상봉(상봉동 102-3),중랑구,28,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,월디움상봉(상봉동 102-3),중랑구,28,대학생,일반,,,,,서류
2023.0,2차,월디움상봉(상봉동 102-3),중랑구,32,주거급여수급자,일반,,,추첨,,서류
2023.0,2차,위너스힐(화양동 111-89),광진구,23,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,위너스힐(화양동 111-89),광진구,23,대학생,일반,1.0,,추첨,,서류
2023.0,2차,위너스힐(화양동 111-89),광진구,27,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,위너스힐(화양동 111-89),광진구,27,대학생,일반,,,,,서류
2023.0,2차,정릉 하늘마루,성북구,22,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,정릉 하늘마루,성북구,22,청년,일반,1.0,,추첨,,서류
2023.0,2차,정릉 하늘마루,성북구,36,신혼부부,우선,,,전원합격,,서류
2023.0,2차,정릉 하늘마루,성북구,36,신혼부부,일반,,,전원합격,,서류
2023.0,2차,정릉 하늘마루,성북구,26S,고령자,우선,,,전원합격,,서류
2023.0,2차,정릉 하늘마루,성북구,26S,고령자,일반,,,전원합격,,서류
2023.0,2차,천왕연지마을 1,구로구,20,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,천왕연지마을 1,구로구,20,청년,일반,1.0,,추첨,,서류
2023.0,2차,천왕연지마을 2,구로구,19,청년,우선,1.0,3.0,추첨,,서류
2023.0,2차,천왕연지마을 2,구로구,19,청년,일반,1.0,,추첨,,서류
2023.0,2차,천왕연지마을 2,구로구,40,신혼부부,우선,1.0,6.0,전입일자,2006.05.22,서류
2023.0,2차,천왕연지마을 2,구로구,40,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,천왕이펜하우스8단지(천왕지구 8단지),구로구,29,청년,우선,1.0,4.0,추첨,,서류
2023.0,2차,천왕이펜하우스8단지(천왕지구 8단지),구로구,29,청년,일반,,,,,서류
2023.0,2차,천왕이펜하우스8단지(천왕지구 8단지),구로구,36,신혼부부,우선,2.0,6.0,전입일자,2019.11.04,서류
2023.0,2차,천왕이펜하우스8단지(천왕지구 8단지),구로구,36,신혼부부,일반,,,전원합격,,서류
2023.0,2차,초행지봉-미아(미아동 159-29),강북구,21,청년,예비자,1.0,,추첨,,서류
2023.0,2차,초행지봉-미아-3(미아동 791-1960),강북구,53,신혼부부,우선,,,전원합격,,서류
2023.0,2차,초행지봉-미아-3(미아동 791-1960),강북구,53,신혼부부,일반,,,,,서류
2023.0,2차,초행지봉-수유,강북구,20,대학생,우선,1.0,,추첨,,서류
2023.0,2차,초행지봉-수유,강북구,20,대학생,일반,1.0,,추첨,,서류
2023.0,2차,초행지봉-수유,강북구,27,대학생,우선,,,전원합격,,서류
2023.0,2차,초행지봉-수유,강북구,27,대학생,일반,,,,,서류
2023.0,2차,초행지봉-신사2,은평구,18,대학생,우선,2.0,,추첨,,서류
2023.0,2차,초행지봉-신사2,은평구,18,대학생,일반,1.0,,추첨,,서류
2023.0,2차,초행지봉-쌍문,도봉구,20,대학생,우선,2.0,,추첨,,서류
2023.0,2차,초행지봉-쌍문,도봉구,20,대학생,일반,,,전원합격,,서류
2023.0,2차,초행지봉-쌍문,도봉구,22,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,초행지봉-쌍문,도봉구,22,청년,일반,1.0,,추첨,,서류
2023.0,2차,초행지봉-연희(연희동 136-21),서대문구,24,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,초행지봉-연희(연희동 136-21),서대문구,24,대학생,일반,,,,,서류
2023.0,2차,초행지봉-정릉,성북구,20,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,초행지봉-정릉,성북구,20,대학생,일반,1.0,,추첨,,서류
2023.0,2차,초행지봉-창동,도봉구,20,대학생,우선,,,전원합격,,서류
2023.0,2차,초행지봉-창동,도봉구,20,대학생,일반,,,,,서류
2023.0,2차,항동 하버라인 지구(9·10·11단지),구로구,29,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,항동 하버라인 지구(9·10·11단지),구로구,29,청년,일반,1.0,,추첨,,서류
2023.0,2차,휘경 SK VIEW아파트,동대문구,59,신혼부부,예비자,1.0,,추첨,,서류
2023.0,2차,e편한세상 서울대입구_재건축,관악구,50,신혼부부,예비자,1.0,,추첨,,서류
2023.0,2차,꿈의숲 롯데캐슬(미아4)_서울리츠2호,강북구,39,신혼부부,우선,1.0,6.0,전입일자,2002.06.25,서류
2023.0,2차,꿈의숲 롯데캐슬(미아4)_서울리츠2호,강북구,39,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,녹번역 e편한세상 캐슬(응암2)_서울리츠2호,은평구,39,신혼부부,우선,1.0,6.0,전입일자,2018.02.08,서류
2023.0,2차,녹번역 e편한세상 캐슬(응암2)_서울리츠2호,은평구,39,신혼부부,일반,,,,,서류
2023.0,2차,답십리파크자이(답십리14)_서울리츠2호,동대문구,33,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,답십리파크자이(답십리14)_서울리츠2호,동대문구,33,청년,일반,,,,,서류
2023.0,2차,아크로타워스퀘어(영등포1-4)_서울리츠2호,영등포구,26,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,아크로타워스퀘어(영등포1-4)_서울리츠2호,영등포구,26,청년,일반,1.0,,추첨,,서류
2023.0,2차,래미안루센티아(가재울5)_서울리츠2호,서대문구,34,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,래미안루센티아(가재울5)_서울리츠2호,서대문구,34,청년,일반,1.0,,추첨,,서류
2023.0,2차,레미안베라힐즈(녹번1-2)_서울리즈2호,은평구,38,신혼부부,우선,,,전원합격,,서류
2023.0,2차,레미안베라힐즈(녹번1-2)_서울리즈2호,은평구,38,신혼부부,일반,,,,,서류
2023.0,2차,레미안아트리치(석관2구역)_서울리즈2호,성북구,39,신혼부부,우선,1.0,6.0,전입일자,2014.04.03,서류
2023.0,2차,레미안아트리치(석관2구역)_서울리즈2호,성북구,39,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,레미안아트리치(석관2구역)_서울리즈2호,성북구,39,고령자,우선,1.0,4.0,전입일자,2012.12.14,서류
2023.0,2차,레미안아트리치(석관2구역)_서울리즈2호,성북구,39,고령자,일반,,,추첨,,서류
2023.0,2차,레미안장위퍼스트하이(장위5)_서울리즈2호,성북구,36,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,레미안장위퍼스트하이(장위5)_서울리즈2호,성북구,36,청년,일반,1.0,,추첨,,서류
2023.0,2차,마포자이더센트리지(염리2)_서울리즈2호,마포구,34,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,마포자이더센트리지(염리2)_서울리즈2호,마포구,34,청년,일반,1.0,,추첨,,서류
2023.0,2차,백련산SK VIEW IPARK(응암10)_서울리즈2호,은평구,40,신혼부부,우선,1.0,6.0,전입일자,2000.05.24,서류
2023.0,2차,백련산SK VIEW IPARK(응암10)_서울리즈2호,은평구,40,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,보라매SK뷰(신길5)_서울리즈2호,영등포구,39,신혼부부,우선,1.0,6.0,전입일자,2017.01.03,서류
2023.0,2차,보라매SK뷰(신길5)_서울리즈2호,영등포구,39,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,보문리슈빌하우스(보문2)_서울리즈2호,성북구,39,신혼부부,우선,1.0,6.0,전입일자,1998.10.02,서류
2023.0,2차,보문리슈빌하우스(보문2)_서울리즈2호,성북구,39,신혼부부,일반,,,,,서류
2023.0,2차,보문파크뷰자이(보문3)_서울리즈2호,성북구,29,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,보문파크뷰자이(보문3)_서울리즈2호,성북구,29,청년,일반,1.0,,추첨,,서류
2023.0,2차,서울숲리버뷰자이(행당6)_서울리즈2호,성동구,36,신혼부부,우선,1.0,6.0,전입일자,2000.12.16,서류
2023.0,2차,서울숲리버뷰자이(행당6)_서울리즈2호,성동구,36,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,서울역센트럴자이(만리2)_서울리즈2호,중구,39,고령자,우선,2.0,3.0,전입일자,1971.05.06,서류
2023.0,2차,서울역센트럴자이(만리2)_서울리즈2호,중구,39,고령자,일반,,,전원합격,,서류
2023.0,2차,신길센트럴아이파크(신길14구역)_서울리즈2호,영등포구,39,고령자,우선,1.0,4.0,전입일자,2018.04.11,서류
2023.0,2차,신길센트럴아이파크(신길14구역)_서울리즈2호,영등포구,39,고령자,일반,,,추첨,,서류
2023.0,2차,신길센트럴아이파크(신길14구역)_서울리즈2호,영등포구,49,신혼부부,우선,1.0,6.0,전입일자,2019.10.21,서류
2023.0,2차,신길센트럴아이파크(신길14구역)_서울리즈2호,영등포구,49,신혼부부,일반,,,,,서류
2023.0,2차,용산센트럴파크해링턴스퀘어(국제4)_서울리즈2호,용산구,40,신혼부부,우선,2.0,6.0,전입일자,2016.07.05,서류
2023.0,2차,용산센트럴파크해링턴스퀘어(국제4)_서울리즈2호,용산구,40,신혼부부,일반,,,전원합격,,서류
2023.0,2차,이든채(서울리즈1호),서울시,26,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,이든채(서울리즈1호),서울시,26,청년,일반,1.0,,추첨,,서류
2023.0,2차,꿈의숲코오롱하늘채(장위2)_서울리즈2호,성북구,32,고령자,우선,2.0,2.0,전입일자,1991.01.05,서류
2023.0,2차,꿈의숲코오롱하늘채(장위2)_서울리즈2호,성북구,32,고령자,일반,,,전원합격,,서류
2023.0,2차,푸르내(서울리츠1호),서울시,38,신혼부부,우선,1.0,6.0,전입일자,1993.08.27,서류
2023.0,2차,푸르내(서울리츠1호),서울시,38,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,푸르내(서울리츠1호),서울시,28S,고령자,우선,1.0,4.0,전입일자,2006.09.14,서류
2023.0,2차,푸르내(서울리츠1호),서울시,28S,고령자,일반,,,전원합격,,서류
2023.0,2차,풍납동269-28 행복주택(서울리츠2호),송파구,18,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,풍납동269-28 행복주택(서울리츠2호),송파구,18,대학생,일반,1.0,,추첨,,서류
2023.0,2차,학수복합(서울리츠2호),서울시,20,대학생,우선,1.0,3.0,추첨,,서류
2023.0,2차,학수복합(서울리츠2호),서울시,20,대학생,일반,,,,,서류
2023.0,2차,호반써밋목동(신정2-2)_서울리츠2호,양천구,39,신혼부부,우선,1.0,6.0,전입일자,2006.01.16,서류
2023.0,2차,호반써밋목동(신정2-2)_서울리츠2호,양천구,39,신혼부부,일반,1.0,,추첨,,서류
2023.0,2차,홍제역 해링턴플레이스(홍제3)_서울리츠2호,서대문구,39,신혼부부,우선,1.0,6.0,전입일자,2014.06.12,서류
2023.0,2차,홍제역 해링턴플레이스(홍제3)_서울리츠2호,서대문구,39,신혼부부,일반,,,,,서류
2023.0,2차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,41,신혼부부,우선,1.0,6.0,전입일자,1997.03.12,서류
2023.0,2차,힐스테이트녹번역(응암1)_서울리츠2호,은평구,41,신혼부부,일반,,,,,서류
2023.0,2차,힐스테이트서울숲리버(금호20)_서울리츠2호,성동구,38,신혼부부,우선,1.0,6.0,전입일자,2013.05.29,서류
2023.0,2차,힐스테이트서울숲리버(금호20)_서울리츠2호,성동구,38,신혼부부,일반,,,전원합격,,서류
2023.0,2차,DMC SK뷰(수색9)_서울리츠2호,은평구,38,신혼부부,우선,1.0,6.0,전입일자,2015.03.09,서류
2023.0,2차,DMC SK뷰(수색9)_서울리츠2호,은평구,38,신혼부부,일반,,,,,서류
2023.0,2차,DMC롯데캐슬더퍼스트(수색4)_서울리츠2호,은평구,39,청년,우선,1.0,6.0,추첨,,서류
2023.0,2차,DMC롯데캐슬더퍼스트(수색4)_서울리츠2호,은평구,39,청년,일반,,,,,서류
2023.0,2차,DMC센트럴자이(증산2)_서울리츠2호,은평구,39,고령자,우선,1.0,6.0,전입일자,2007.07.05,서류
2023.0,2차,DMC센트럴자이(증산2)_서울리츠2호,은평구,39,고령자,일반,,,추첨,,서류
2023.0,2차,DMC에코자이(가재울6)_서울리츠2호,서대문구,39,신혼부부,우선,1.0,6.0,전입일자,2022.05.26,서류
2023.0,2차,DMC에코자이(가재울6)_서울리츠2호,서대문구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,29,대학생,우선,2.0,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,29,대학생,일반,1.0,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,29,주거급여수급자,우선,1.0,3.0,전입일자,1995.09.29,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,29,주거급여수급자,일반,,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,29,고령자,우선,1.0,6.0,전입일자,2012.04.20,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,29,고령자,일반,,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,35,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,35,청년,일반,1.0,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,36,신혼부부,우선,1.0,6.0,전입일자,2022.01.06,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,36,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,36,주거급여수급자,우선,1.0,2.0,전입일자,2024.02.19,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,36,주거급여수급자,일반,,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,36,고령자,우선,1.0,5.0,전입일자,2008.12.09,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,36,고령자,일반,,,추첨,,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,49,신혼부부,우선,1.0,6.0,전입일자,1998.06.29,서류
2024.0,1차,고덕강일2BL 행복주택,강동구,49,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,북서울자이폴라리스 (미아3),강북구,38,신혼부부,우선,1.0,6.0,전입일자,2018.01.22,서류
2024.0,1차,북서울자이폴라리스 (미아3),강북구,38,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,DM7 건대,광진구,29,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,DM7 건대,광진구,29,청년,일반,1.0,,추첨,,서류
2024.0,1차,DM7 건대,광진구,39,신혼부부,우선,1.0,6.0,전입일자,2002.06.04,서류
2024.0,1차,DM7 건대,광진구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,어울채,마포구,23,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,어울채,마포구,23,청년,일반,1.0,,추첨,,서류
2024.0,1차,어울채,마포구,23,주거급여수급자,우선,1.0,2.0,전입일자,2021.11.29,서류
2024.0,1차,어울채,마포구,23,주거급여수급자,일반,,,추첨,,서류
2024.0,1차,어울채,마포구,23,고령자,우선,2.0,2.0,전입일자,1979.03.15,서류
2024.0,1차,어울채,마포구,23,고령자,일반,,,추첨,,서류
2024.0,1차,어울채,마포구,39,신혼부부,우선,1.0,6.0,전입일자,2021.10.13,서류
2024.0,1차,어울채,마포구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,가현 월디움 면목 1차,중랑구,34,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,가현 월디움 면목 1차,중랑구,34,청년,일반,1.0,,추첨,,서류
2024.0,1차,가현 월디움 면목 1차,중랑구,35,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,가현 월디움 면목 1차,중랑구,35,청년,일반,,,,,서류
2024.0,1차,래미안블레스티지,강남구,59,신혼부부,우선,1.0,6.0,전입일자,2022.05.13.,서류
2024.0,1차,래미안블레스티지,강남구,59,신혼부부,일반,1.0,,,,서류
2024.0,1차,디에이치퍼스티어아이파크,강남구,59,신혼부부,우선,1.0,6.0,전입일자,2016.02.02.,서류
2024.0,1차,디에이치퍼스티어아이파크,강남구,59,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,강동 리엔파크 11단지,강동구,17,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,강동 리엔파크 11단지,강동구,17,청년,일반,1.0,,추첨,,서류
2024.0,1차,강동 리엔파크 11단지,강동구,29S,고령자,우선,1.0,5.0,전입일자,2018.04.12.,서류
2024.0,1차,강동 리엔파크 11단지,강동구,29S,고령자,일반,,,추첨,,서류
2024.0,1차,강동 리엔파크 14단지,강동구,17,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,강동 리엔파크 14단지,강동구,17,청년,일반,3.0,,,,서류
2024.0,1차,고덕센트럴푸르지오,강동구,40,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,초행지봉-미아-3(미아동 791-1960),강북구,25,대학생,예비자,1.0,,추첨,,서류
2024.0,1차,가양동 1457-1 모듈러 행복주택,강서구,16,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,가양동 1457-1 모듈러 행복주택,강서구,16,청년,일반,1.0,,추첨,,서류
2024.0,1차,가양동 1457-1 모듈러 행복주택,강서구,16S,고령자,예비자,,,추첨,,서류
2024.0,1차,e편한세상 염창,강서구,51,신혼부부,예비자,1.0,,,,서류
2024.0,1차,신마곡 벽산블루밍,강서구,59,신혼부부,우선,1.0,6.0,전입일자,2015.12.02.,서류
2024.0,1차,신마곡 벽산블루밍,강서구,59,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,방화동 행복주택,강서구,29S,고령자,우선,1.0,6.0,전입일자,2016.07.29.,서류
2024.0,1차,방화동 행복주택,강서구,29S,고령자,일반,,,추첨,,서류
2024.0,1차,YK서울대(봉천동 912-16),관악구,27,청년,예비자,1.0,,추첨,,서류
2024.0,1차,더헤르미온(봉천동 1666-51),관악구,10,대학생,예비자,1.0,,추첨,,서류
2024.0,1차,엘리시아1차(화양동 94-13),광진구,12,대학생,예비자,1.0,,추첨,,서류
2024.0,1차,천왕이펜하우스 7,구로구,29S,고령자,우선,1.0,5.0,전입일자,2021.01.21.,서류
2024.0,1차,천왕이펜하우스 7,구로구,29S,고령자,일반,,,추첨,,서류
2024.0,1차,천왕연지마을 1,구로구,32,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,천왕연지마을 1,구로구,32,청년,일반,1.0,,추첨,,서류
2024.0,1차,천왕연지마을 1,구로구,20,주거급여수급자,우선,1.0,3.0,전입일자,2000.07.05.,서류
2024.0,1차,천왕연지마을 1,구로구,20,주거급여수급자,일반,,,추첨,,서류
2024.0,1차,천왕연지마을 2,구로구,33S,고령자,예비자,,,추첨,,서류
2024.0,1차,천왕연지마을 2,구로구,19,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,천왕연지마을 2,구로구,19,청년,일반,1.0,,추첨,,서류
2024.0,1차,천왕연지마을 2,구로구,31,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,천왕연지마을 2,구로구,31,청년,일반,1.0,,추첨,,서류
2024.0,1차,천왕연지마을 2,구로구,22,주거급여수급자,예비자,,,추첨,,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,36,고령자,우선,1.0,4.0,전입일자,1992.09.02,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,36,고령자,일반,,,추첨,,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,29S,고령자,예비자,,,추첨,,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,45,신혼부부,우선,1.0,6.0,전입일자,2014.08.29,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,45,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,29,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,천왕이펜하우스8단지(천왕지구 8단지),구로구,29,청년,일반,1.0,,추첨,,서류
2024.0,1차,고척리본타운(고척동 156),구로구,45,신혼부부,예비자,1.0,,,,서류
2024.0,1차,항동 하버라인 지구(행복주택),구로구,29,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,항동 하버라인 지구(행복주택),구로구,29,청년,일반,1.0,,추첨,,서류
2024.0,1차,숲에리움(오류1동 정신호),구로구,16,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,숲에리움(오류1동 정신호),구로구,16,청년,일반,1.0,,추첨,,서류
2024.0,1차,숲에리움(오류1동 정신호),구로구,20,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,숲에리움(오류1동 정신호),구로구,20,청년,일반,1.0,,추첨,,서류
2024.0,1차,노원센트럴푸르지오,노원구,50,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,포레나노원,노원구,49,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,초행지봉-창동,도봉구,20,대학생,예비자,1.0,,추첨,,서류
2024.0,1차,힐스테이트 청계,동대문구,40,신혼부부,우선,1.0,6.0,전입일자,2000.09.14,서류
2024.0,1차,힐스테이트 청계,동대문구,40,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,동대문더퍼스트데시앙,동대문구,59,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,e편한세상 청계센트럴포레,동대문구,59,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,보라매자이,동작구,59,신혼부부,우선,1.0,6.0,전입일자,1998.09.07,서류
2024.0,1차,보라매자이,동작구,59,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,신촌숲 아이파크,마포구,59,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,공덕동 크로시티,마포구,18S,고령자,우선,1.0,5.0,전입일자,2018.11.22,서류
2024.0,1차,공덕동 크로시티,마포구,18S,고령자,일반,,,추첨,,서류
2024.0,1차,신반포자이,서초구,59,신혼부부,예비자,1.0,,,,서류
2024.0,1차,반포센트럴자이,서초구,59,신혼부부,우선,1.0,6.0,전입일자,2018.03.22,서류
2024.0,1차,반포센트럴자이,서초구,59,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,반포르엘,서초구,59,신혼부부,예비자,1.0,,,,서류
2024.0,1차,반포르엘2차,서초구,59,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,정릉 하늘마루,성북구,19,대학생,우선,1.0,3.0,추첨,,서류
2024.0,1차,정릉 하늘마루,성북구,19,대학생,일반,1.0,,추첨,,서류
2024.0,1차,롯데캐슬 골든힐스,동대문구,59,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,잠실올림픽공원아이파크,송파구,59,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,송파시그니처롯데캐슬,송파구,51,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,솔리스타(목동 793-6),양천구,29,청년,예비자,1.0,,추첨,,서류
2024.0,1차,신목동비바힐스,양천구,58,신혼부부,예비자,2.0,,,,서류
2024.0,1차,e편한세상 보라매2차,동작구,59,신혼부부,예비자,1.0,,,,서류
2024.0,1차,신길역봉주르오피스텔(영등포동1가 31-3),영등포구,14,청년,예비자,1.0,,추첨,,서류
2024.0,1차,DMC SK뷰 아이파크포레,마포구,39,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,신내 글로리움,중랑구,36,고령자,예비자,,,추첨,,서류
2024.0,1차,신내3-3 도시형생활주택,중랑구,29,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,신내3-3 도시형생활주택,중랑구,29,청년,일반,1.0,,추첨,,서류
2024.0,1차,신내3-4 도시형생활주택,중랑구,31,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,신내3-4 도시형생활주택,중랑구,31,청년,일반,1.0,,추첨,,서류
2024.0,1차,꿈의숲 롯데캐슬(미아4)_서울리츠2호,강북구,39,고령자,예비자,,,추첨,,서류
2024.0,1차,e편한세상 서울대입구2차(봉천1-2-1)_서울리츠2호,관악구,39,신혼부부,우선,1.0,6.0,전입일자,1992.10.30,서류
2024.0,1차,e편한세상 서울대입구2차(봉천1-2-1)_서울리츠2호,관악구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,노원센트럴푸르지오(상계4)_서울리츠2호,노원구,39,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,휘경해모로 프레스티지(휘경1)_서울리츠2호,동대문구,39,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,e편한세상 청계센트럴포레(용두5)_서울리츠2호,동대문구,39,고령자,예비자,,,추첨,,서류
2024.0,1차,e편한세상 청계센트럴포레(용두5)_서울리츠2호,동대문구,46,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,학수복합(서울리츠2호),영등포구,20,대학생,예비자,1.0,,추첨,,서류
2024.0,1차,공덕SK리더스뷰(마포로6)_서울리츠2호,마포구,40,신혼부부,예비자,1.0,,추첨,,서류
2024.0,1차,e편한세상신촌(북아현1-3)_서울리츠2호,서대문구,32,고령자,우선,1.0,5.0,전입일자,2018.03.02.,서류
2024.0,1차,e편한세상신촌(북아현1-3)_서울리츠2호,서대문구,32,고령자,일반,,,추첨,,서류
2024.0,1차,북한산두산위브(홍은14)_서울리츠2호,서대문구,33,청년,일반,1.0,,추첨,,서류
2024.0,1차,북한산두산위브(홍은14)_서울리츠2호,서대문구,40,신혼부부,일반,3.0,,,,서류
2024.0,1차,홍제역해링턴플레이스(홍제3)_서울리츠2호,서대문구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,DMC에코자이(가재울6)_서울리츠2호,서대문구,39,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,왕십리자이(하왕1-5)_서울리츠2호,성동구,38,고령자,우선,1.0,5.0,전입일자,2012.10.08.,서류
2024.0,1차,왕십리자이(하왕1-5)_서울리츠2호,성동구,38,고령자,일반,,,추첨,,서류
2024.0,1차,왕십리자이(하왕1-5)_서울리츠2호,성동구,44,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,힐스테이트서울숲리버(금호20)_서울리츠2호,성동구,38,고령자,일반,,,추첨,,서류
2024.0,1차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,30,청년,우선,1.0,6.0,추첨,,서류
2024.0,1차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,30,청년,일반,1.0,,추첨,,서류
2024.0,1차,금호파크힐스이편한세상(금호15)_서울리츠2호,성동구,40,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,래미안길음센터피스(길음2)_서울리츠2호,성북구,33,청년,일반,1.0,,추첨,,서류
2024.0,1차,포레카운티(장위1)_서울리츠2호,성북구,39,고령자,일반,,,추첨,,서류
2024.0,1차,포레카운티(장위1)_서울리츠2호,성북구,42,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,래미안장위퍼스트하이(장위5)_서울리츠2호,성북구,46,신혼부부,일반,1.0,,,,서류
2024.0,1차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,39,고령자,우선,1.0,3.0,전입일자,2021.05.10.,서류
2024.0,1차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,39,고령자,일반,,,추첨,,서류
2024.0,1차,꿈의숲아이파크(장위7)_서울리츠2호,성북구,40,신혼부부,일반,1.0,,추첨,,서류
2024.0,1차,이든채(서울리츠1호),강동구,26,청년,일반,1.0,,추첨,,서류
2024.0,1차,이든채(서울리츠1호),강동구,39,고령자,우선,2.0,5.0,전입일자,1986.06.02.,서류
